yield_per_colony,productions,stocks,average_price,value_of_prod,avg_temp,precipitation,Alabama,Arizona,Arkansas,California,Colorado,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oregon,Pennsylvania,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
0.1318681318681319,0.004159285219132712,0.004159285219132712,0.004687303024399188,0.015175613781227204,0.7598870056497176,0.9972703917790622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1428571428571429,0.007702380035430948,0.007702380035430948,0.005225941758254353,0.02007868836775451,0.7401129943502824,0.9409120102761719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5494505494505495,0.050296541631364086,0.050296541631364086,0.1725592216097276,0.030745865273077336,0.6327683615819208,0.11801541425818883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28571428571428575,0.03196487714703843,0.03196487714703843,0.1759973411875265,0.019743844249650207,0.6299435028248586,0.049293513166345546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20879120879120888,0.018562735885388582,0.018562735885388582,0.20350229780991783,0.018811064206359647,0.6807909604519773,0.04816955684007708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09890109890109894,0.018408688284679963,0.018408688284679963,0.222984975417445,0.021621363054735054,0.6355932203389829,0.08943481053307643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1318681318681319,0.013941307864130016,0.013941307864130016,0.21840081598037978,0.020437449922866266,0.6864406779661014,0.07241490044958253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24175824175824184,0.022644997304166987,0.022644997304166987,0.23100725443230916,0.02807907104674663,0.6723163841807909,0.12572254335260113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20879120879120888,0.01917892628822306,0.01917892628822306,0.2241310152767113,0.026416809174728835,0.6836158192090396,0.09184328837508025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1428571428571429,0.006547023030116306,0.006547023030116306,0.22642309499524393,0.01809354109613614,0.7062146892655365,0.04672447013487478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1208791208791209,0.007471308634368019,0.007471308634368019,0.001810742977640762,0.02998050728883893,0.6864406779661014,0.08204881181759795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20879120879120888,0.014557498266964492,0.014557498266964492,0.0006990843141524462,0.02296073952715227,0.6299435028248586,0.13053949903660883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09890109890109894,0.026804282523299697,0.026804282523299697,0.00108873786630299,0.02276940003109267,0.6949152542372881,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1428571428571429,0.027420472926134174,0.027420472926134174,0.0010428962719323375,0.026261345834180407,0.6807909604519773,0.09649967886962106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36263736263736274,0.026804282523299697,0.026804282523299697,0.16682902231339605,0.02352279929682735,0.655367231638418,0.5175016056518946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40659340659340665,0.01748440268042825,0.01748440268042825,0.18401962020239063,0.024431661903110462,0.6723163841807909,0.7912652536929993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3956043956043957,0.013633212662712777,0.013633212662712777,0.22527705513597762,0.03445306800923213,0.7231638418079096,0.5338792549775209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36263736263736274,0.004159285219132712,0.004159285219132712,0.22986121457304284,0.02903576852704464,0.6101694915254237,0.7655748233782915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4175824175824176,0.009627975044288686,0.009627975044288686,0.23215329429157544,0.03045885602898793,0.5847457627118644,0.6639370584457288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4945054945054946,0.008395594238619734,0.008395594238619734,0.23444537401010807,0.039726862869374914,0.6610169491525422,0.9754335260115605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4615384615384616,0.006701070630824925,0.006701070630824925,0.21037853696551564,0.03379533849152725,0.7005649717514122,0.7045600513808605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45054945054945056,0.014249403065547254,0.014249403065547254,0.2241310152767113,0.04361344638308559,0.692090395480226,0.7016698779704559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2527472527472528,0.005545713625510283,0.005545713625510283,0.0005157179366698374,0.028629172097917988,0.655367231638418,0.9274245343609504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30769230769230776,0.012631903258106755,0.012631903258106755,0.00025212876903858727,0.018858899080374546,0.655367231638418,0.9487797045600515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24175824175824184,0.012631903258106755,0.012631903258106755,0.0004813367408918485,0.018834981643367096,0.655367231638418,0.9193962748876043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2527472527472528,0.0187167834860972,0.0187167834860972,0.0007334655099304351,0.018201169562669664,0.6581920903954801,0.701188182402055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4395604395604396,0.48571208503427554,0.48571208503427554,0.1759973411875265,0.5063441001662261,0.5564971751412429,0.3953114964675658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23076923076923078,0.28637448971732266,0.28637448971732266,0.18745773978018954,0.347592112029275,0.5480225988700564,0.19637122671804746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08791208791208793,0.23931294770083955,0.23931294770083955,0.2206928956989124,0.2651128305090827,0.6073446327683616,0.2711946050096339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06593406593406598,0.19202033428329354,0.19202033428329354,0.2401755733064396,0.2719412587747097,0.601694915254237,0.02199743095696853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1318681318681319,0.22976199645690518,0.22976199645690518,0.23444537401010807,0.3046005190083831,0.6638418079096045,0.21419396274887598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032967032967033016,0.11345605792189786,0.11345605792189786,0.23100725443230916,0.19743844249650208,0.6440677966101693,0.1361592806679512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09890109890109894,0.15381652930755604,0.15381652930755604,0.23215329429157544,0.26940601045192,0.6242937853107344,0.30780346820809246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15384615384615385,0.16837402757452052,0.16837402757452052,0.2459057726027711,0.35194508556463094,0.6299435028248586,0.3469813744380218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15384615384615385,0.23184163906647154,0.23184163906647154,0.0007793071043010876,0.34372944595257177,0.6242937853107344,0.18513166345536286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23076923076923078,0.2467842563352076,0.2467842563352076,0.00019482677607527213,0.3048277346599539,0.5762711864406778,0.36223506743737954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17582417582417587,0.21104521297080797,0.21104521297080797,0.0005959407268184788,0.31803015988806643,0.6355932203389829,0.08847141939627488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06593406593406598,0.12439343757220982,0.12439343757220982,0.0011116586634883161,0.27182167158967246,0.6327683615819208,0.1986191393705844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3186813186813187,0.040129399984595235,0.040129399984595235,0.1725592216097276,0.03176235634589397,0.23163841807909602,0.18673731535003213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30769230769230776,0.033197257952707386,0.033197257952707386,0.22756913485451022,0.03793305509381615,0.20903954802259883,0.17758509955041746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23076923076923078,0.03512285296156512,0.03512285296156512,0.23559141386937438,0.026859281759366666,0.29096045197740095,0.09232498394348106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17582417582417587,0.024031425710544556,0.024031425710544556,0.2390295334471733,0.025232896042860047,0.2005649717514124,0.19637122671804746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10989010989010994,0.014480474466610183,0.014480474466610183,0.2401755733064396,0.022362803601966012,0.22881355932203395,0.20199100834938982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26373626373626374,0.029808210737117768,0.029808210737117768,0.25736617119543415,0.037131820954066565,0.2655367231638417,0.24357739242132304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1428571428571429,0.020796426095663557,0.020796426095663557,0.2550740914769015,0.031439470946293395,0.2627118644067796,0.16891457931920356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17582417582417587,0.020950473696372176,0.020950473696372176,0.23788349358790697,0.03262338407816218,0.27966101694915246,0.19829800899165057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23076923076923078,0.020873449896017866,0.020873449896017866,0.000710544712745109,0.0336279164324751,0.25988700564971756,0.1348747591522158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20879120879120888,0.03758761457290302,0.03758761457290302,0.0010428962719323375,0.0383396515229428,0.20621468926553654,0.19829800899165057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15384615384615385,0.0341215435569591,0.0341215435569591,0.0011001982648956533,0.03231245739706533,0.2627118644067796,0.09104046242774567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1428571428571429,0.016945236077948084,0.016945236077948084,0.001547153810009512,0.035720692170627,0.268361581920904,0.16923570969813745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4615384615384616,0.1372564122313795,0.1372564122313795,0.1771433810467928,0.25460111694430826,0.8813559322033897,0.6673089274245342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3736263736263737,0.07517522914580604,0.07517522914580604,0.19089585935798847,0.21774434651582736,0.9519774011299436,0.6456326268464997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40659340659340665,0.09420010783332049,0.09420010783332049,0.20923249710624936,0.26895157914877843,0.9576271186440677,0.7792228644829801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3736263736263737,0.08179927597627666,0.08179927597627666,0.23100725443230916,0.32294519319309745,0.9519774011299436,0.8078034682080923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36263736263736274,0.07833320496033273,0.07833320496033273,0.23673745372864066,0.36280360196601336,0.9209039548022595,0.8440912010276171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2967032967032967,0.06315951629053378,0.06315951629053378,0.2241310152767113,0.27703567285729663,1.0000000000000002,0.743416827231856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2527472527472528,0.040514518986366786,0.040514518986366786,0.27684884880296134,0.3095514284689253,0.9745762711864405,0.7522479126525368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17582417582417587,0.039821304783177996,0.039821304783177996,0.26997260964736347,0.24699537197593904,0.9830508474576269,0.836062941554271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24175824175824184,0.05584225525687437,0.05584225525687437,0.0011116586634883161,0.2995180636442999,0.968926553672316,0.8664097623635195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19780219780219782,0.06300546868982515,0.06300546868982515,0.0011804210550442943,0.26854498271965177,0.9943502824858756,0.7312138728323698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20879120879120888,0.06708773010860355,0.06708773010860355,0.0009282922860057077,0.2337451118738116,0.9943502824858756,0.8256262042389209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18681318681318687,0.06446892089655704,0.06446892089655704,0.0011345794606736422,0.2429174489661688,0.9661016949152541,0.7838792549775209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20879120879120888,0.010783332049603328,0.010783332049603328,0.18974981949872216,0.047679410674352135,0.7062146892655365,0.5857418111753371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17582417582417587,0.014172379265192945,0.014172379265192945,0.18745773978018954,0.05230743473529376,0.7514124293785307,0.5386962106615285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26373626373626374,0.013017022259878303,0.013017022259878303,0.21840081598037978,0.06623934179213356,0.7768361581920902,0.569364161849711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2527472527472528,0.048139875221443425,0.048139875221443425,0.25736617119543415,0.08769328278781646,0.7175141242937852,0.9140976236351959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38461538461538464,0.026958330124008317,0.026958330124008317,0.24934389218057004,0.11568864280503702,0.7062146892655365,0.720134874759152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1428571428571429,0.01609797427405068,0.01609797427405068,0.27684884880296134,0.07736095000059795,0.7711864406779658,0.7896596017983301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1318681318681319,0.06832011091427251,0.06832011091427251,0.30664588514388524,0.11759007904712931,0.7853107344632766,0.5513808606294155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05494505494505497,0.013710236463067087,0.013710236463067087,0.3421731207811407,0.11080948565551717,0.7853107344632766,0.6942838792549774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07692307692307693,0.014480474466610183,0.014480474466610183,0.001524233012824186,0.10712620035636981,0.7655367231638415,0.8709055876685933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06593406593406598,0.027574520526842793,0.027574520526842793,0.0014210894254902185,0.10462682818909126,0.7966101694915253,0.663615928066795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07692307692307693,0.030809520141723792,0.030809520141723792,0.0012491834466002729,0.1006445749273508,0.7796610169491522,0.865446371226718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07692307692307693,0.01917892628822306,0.01917892628822306,0.0014898518170461967,0.10371796558280816,0.7514124293785307,0.8121387283236994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.08988677501347916,0.08988677501347916,0.18287358034312431,0.04758374092632234,0.14971751412429368,0.3143866409762363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09890109890109894,0.1438034352614958,0.1438034352614958,0.2023562579506515,0.06382368065438108,0.12429378531073443,0.29110468850353244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05494505494505497,0.03989832858353231,0.03989832858353231,0.18516566006165694,0.054543715095490365,0.2005649717514124,0.3074823378291586,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05494505494505497,0.0788723715628129,0.0788723715628129,0.22986121457304284,0.06131234976859879,0.1610169491525424,0.1779062299293513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07692307692307693,0.06454594469691134,0.06454594469691134,0.23100725443230916,0.07969290010882435,0.2005649717514124,0.3196852922286448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05494505494505497,0.08241546637911114,0.08241546637911114,0.2195468558396461,0.06289090061109052,0.23728813559322015,0.25626204238920997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07692307692307693,0.09558653623969807,0.09558653623969807,0.20694041738771674,0.06893005345547172,0.2005649717514124,0.2941554271034039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18681318681318687,0.07956558576600169,0.07956558576600169,0.20350229780991783,0.08662895684098493,0.17796610169491522,0.35757867694283874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043956043956043966,0.04952630362782099,0.04952630362782099,0.000607401125411142,0.06690903002834217,0.18361581920903958,0.24598587026332686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05494505494505497,0.0512208272356158,0.0512208272356158,0.00021774757326059819,0.05418495354037861,0.14124293785310726,0.27055234425176616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
